user_id,create_time,rev_krw,region
400001821,2025-10-09 01:54:56.087541,66500,jp
400001832,2025-10-09 01:54:57.243298,255100,jp
400001834,2025-10-09 01:55:04.252542,476000,jp
400001859,2025-10-09 01:55:26.994235,44500,jp
400001864,2025-10-09 01:55:00.562307,1100,jp
400001865,2025-10-09 01:55:10.580977,0,jp
400001868,2025-10-09 01:56:08.984146,0,jp
400001871,2025-10-09 01:55:11.891685,9900,jp
400001875,2025-10-09 13:59:02.003216,0,jp
400001878,2025-10-09 01:55:01.990818,1100,jp
400001882,2025-10-09 01:58:29.78762,884500,jp
400001893,2025-10-09 01:55:23.307025,735400,jp
400001894,2025-10-09 01:55:07.72376,384200,jp
400001901,2025-10-09 01:55:08.925326,29500,jp
400001905,2025-10-09 01:55:13.948961,4358200,jp
400001910,2025-10-09 03:25:29.924093,0,jp
400001918,2025-10-09 01:55:18.599954,0,jp
400001922,2025-10-09 01:55:19.163045,0,jp
400001923,2025-10-09 01:55:48.435679,229400,jp
400001926,2025-10-09 01:55:55.128695,9900,jp
400001927,2025-10-09 01:56:11.739951,3300,jp
400001929,2025-10-09 01:55:43.153749,793100,jp
400001938,2025-10-09 01:55:34.297295,0,jp
400001940,2025-10-09 01:55:36.061072,1100,jp
400001946,2025-10-09 02:31:29.181053,37200,jp
400001947,2025-10-09 01:55:37.758521,26000,jp
400001952,2025-10-09 01:55:52.570454,9026100,jp
400001955,2025-10-09 01:55:20.945768,0,jp
400001964,2025-10-09 01:55:26.383992,2260100,jp
400001979,2025-10-09 01:56:07.522302,1100,jp
400001981,2025-10-09 01:55:38.34337,26400,jp
400001985,2025-10-09 03:04:03.625681,69000,jp
400001986,2025-10-09 01:55:34.199061,89600,jp
400001993,2025-10-09 01:55:28.897076,802100,jp
400001996,2025-10-09 01:55:36.640192,0,jp
400002000,2025-10-09 02:00:15.940948,0,jp
400002001,2025-10-09 01:55:28.041452,29500,jp
400002005,2025-10-09 01:55:35.406387,188400,jp
400002011,2025-10-09 01:55:28.384929,0,jp
400002012,2025-10-09 01:55:39.501059,518900,jp
400002013,2025-10-09 01:55:32.739642,0,jp
400002014,2025-10-09 01:55:54.248199,1754300,jp
400002016,2025-10-09 01:55:44.722655,12100,jp
400002027,2025-10-09 01:55:37.725043,29500,jp
400002034,2025-10-09 01:55:36.723793,0,jp
400002037,2025-10-09 06:03:31.379989,20900,jp
400002038,2025-10-09 01:55:38.742584,0,jp
400002047,2025-10-09 01:56:47.250945,1100,jp
400002050,2025-10-09 02:35:45.943797,162900,jp
400002058,2025-10-09 01:55:38.987748,8800,jp
400002068,2025-10-09 01:56:11.04697,0,jp
400002072,2025-10-09 01:55:40.95821,2676400,jp
400002074,2025-10-09 01:55:58.459818,1001500,jp
400002075,2025-10-09 01:56:24.810473,772000,jp
400002076,2025-10-09 01:55:55.65762,0,jp
400002077,2025-10-09 01:56:27.298728,3736400,jp
400002082,2025-10-09 01:55:40.134978,2330300,jp
400002091,2025-10-09 01:55:49.770251,138300,jp
400002092,2025-10-09 01:55:50.940812,249600,jp
400002095,2025-10-09 01:56:06.095908,11000,jp
400002110,2025-10-09 01:57:40.08174,32800,jp
400002113,2025-10-09 01:56:33.08941,0,jp
400002119,2025-10-09 01:56:00.985093,50200,jp
400002125,2025-10-09 01:55:52.081201,197000,jp
400002126,2025-10-09 02:10:07.890773,738800,jp
400002134,2025-10-09 01:56:09.46096,467500,jp
400002140,2025-10-09 01:56:00.943181,0,jp
400002141,2025-10-09 01:55:54.825585,0,jp
400002144,2025-10-09 01:56:44.686027,2200,jp
400002145,2025-10-09 01:56:24.17908,0,jp
400002146,2025-10-09 01:55:54.082815,1076400,jp
400002150,2025-10-09 02:06:06.575265,0,jp
400002151,2025-10-09 01:56:04.957621,126900,jp
400002159,2025-10-09 01:56:24.634206,0,jp
400002164,2025-10-09 02:32:33.514348,0,jp
400002169,2025-10-09 01:56:10.592018,102800,jp
400002173,2025-10-09 01:56:06.712543,0,jp
400002177,2025-10-09 01:56:36.986123,129800,jp
400002182,2025-10-09 01:56:04.492267,6404900,jp
400002190,2025-10-09 01:56:05.254023,3300,jp
400002191,2025-10-09 01:56:31.149045,0,jp
400002196,2025-10-09 01:56:07.228804,6600,jp
400002197,2025-10-09 02:09:24.154589,53100,jp
400002203,2025-10-09 01:56:17.676659,156100,jp
400002206,2025-10-09 01:56:15.546212,12805900,jp
400002210,2025-10-09 01:56:21.823101,280200,jp
400002212,2025-10-09 01:56:21.125566,936400,jp
400002220,2025-10-09 01:56:33.912521,0,jp
400002229,2025-10-09 01:56:57.330508,0,jp
400002232,2025-10-09 05:18:56.030131,864700,jp
400002236,2025-10-09 02:16:20.426664,935500,jp
400002237,2025-10-09 01:56:41.805746,0,jp
400002243,2025-10-09 02:24:29.381511,6600,jp
400002249,2025-10-09 01:56:14.03706,995500,jp
400002258,2025-10-09 01:58:27.319849,954800,jp
400002270,2025-10-09 02:00:36.233721,0,jp
400002271,2025-10-09 02:00:15.504987,847000,jp
400002276,2025-10-09 01:56:30.493183,1364500,jp
400002282,2025-10-09 02:09:34.316306,418400,jp
400002288,2025-10-09 01:56:21.773826,532100,jp
400002290,2025-10-09 01:56:30.570431,0,jp
400002292,2025-10-09 01:56:30.014553,962400,jp
400002296,2025-10-09 02:00:38.128053,20254800,jp
400002308,2025-10-09 01:59:11.604307,278000,jp
400002311,2025-10-09 01:56:33.674295,506000,jp
400002313,2025-10-09 01:56:31.124383,691800,jp
400002317,2025-10-09 01:56:25.251952,3593200,jp
400002318,2025-10-09 02:27:36.682257,0,jp
400002319,2025-10-09 01:56:30.840044,69300,jp
400002322,2025-10-09 01:56:34.73644,1592100,jp
400002327,2025-10-09 01:57:23.455912,1267000,jp
400002335,2025-10-09 01:56:29.219056,1100,jp
400002336,2025-10-09 01:56:29.951865,662000,jp
400002337,2025-10-09 02:12:44.86363,127900,jp
400002345,2025-10-09 06:46:38.229177,0,jp
400002348,2025-10-09 01:57:19.451233,3300,jp
400002368,2025-10-09 01:57:02.129624,0,jp
400002372,2025-10-09 01:56:38.974278,0,jp
400002377,2025-10-09 01:56:39.282155,513700,jp
400002379,2025-10-09 01:56:35.311311,272600,jp
400002384,2025-10-09 01:57:12.333461,5002600,jp
400002397,2025-10-09 01:56:55.027408,0,jp
400002399,2025-10-09 01:56:44.871592,29500,jp
400002406,2025-10-09 01:56:51.064759,231600,jp
400002412,2025-10-09 01:56:43.155275,3300,jp
400002418,2025-10-09 01:56:41.94857,0,jp
400002439,2025-10-09 01:56:50.758329,0,jp
400002444,2025-10-09 01:56:46.79535,0,jp
400002446,2025-10-09 02:21:53.767514,0,jp
400002447,2025-10-09 01:57:01.677689,349300,jp
400002451,2025-10-09 01:56:50.867518,697600,jp
400002454,2025-10-09 01:56:50.874723,0,jp
400002458,2025-10-09 01:56:54.923812,1100,jp
400002470,2025-10-09 01:59:59.25992,0,jp
400002471,2025-10-09 01:56:56.041799,468100,jp
400002472,2025-10-09 01:56:52.795738,0,jp
400002474,2025-10-09 01:57:05.840842,2200,jp
400002478,2025-10-09 01:57:04.431258,0,jp
400002482,2025-10-09 01:56:57.138884,0,jp
400002484,2025-10-09 01:57:04.104449,0,jp
400002485,2025-10-09 01:59:02.451609,0,jp
400002489,2025-10-09 01:57:10.830685,64900,jp
400002490,2025-10-09 01:57:07.03177,310100,jp
400002493,2025-10-09 01:57:05.662125,194800,jp
400002494,2025-10-09 01:57:13.844962,2200,jp
400002498,2025-10-09 01:57:02.629636,1078000,jp
400002504,2025-10-09 01:57:01.349431,0,jp
400002506,2025-10-09 01:59:02.176022,0,jp
400002508,2025-10-09 01:57:11.182042,0,jp
400002513,2025-10-09 01:57:00.766916,109600,jp
400002515,2025-10-09 01:57:03.563424,0,jp
400002527,2025-10-09 01:57:26.382642,6151400,jp
400002539,2025-10-09 01:57:17.014679,301500,jp
400002541,2025-10-09 01:57:28.828032,2200,jp
400002549,2025-10-09 01:57:09.45946,0,jp
